RFID,Yearmonth,DIVISION,DEPARTMENT,DEP_CODE,SALE_B0_2026
2026030520,202603,05 FRESH FOOD,0520 SEAFOOD,0520,295.1424453
2026040520,202604,05 FRESH FOOD,0520 SEAFOOD,0520,319.1165039
2026050520,202605,05 FRESH FOOD,0520 SEAFOOD,0520,293.3859821
2026060520,202606,05 FRESH FOOD,0520 SEAFOOD,0520,267.764797
2026070520,202607,05 FRESH FOOD,0520 SEAFOOD,0520,323.2100486
2026080520,202608,05 FRESH FOOD,0520 SEAFOOD,0520,326.7876746
2026090520,202609,05 FRESH FOOD,0520 SEAFOOD,0520,331.1419384
2026100520,202610,05 FRESH FOOD,0520 SEAFOOD,0520,331.5102239
2026110520,202611,05 FRESH FOOD,0520 SEAFOOD,0520,327.3737975
2026120520,202612,05 FRESH FOOD,0520 SEAFOOD,0520,333.8880354
2026010530,202601,05 FRESH FOOD,0530 PRODUCE,0530,617.1784664
2026020530,202602,05 FRESH FOOD,0530 PRODUCE,0530,578.6465105
2026030530,202603,05 FRESH FOOD,0530 PRODUCE,0530,599.7924213
2026040530,202604,05 FRESH FOOD,0530 PRODUCE,0530,648.5128234
2026050530,202605,05 FRESH FOOD,0530 PRODUCE,0530,596.2229132
2026060530,202606,05 FRESH FOOD,0530 PRODUCE,0530,544.1551985
2026070530,202607,05 FRESH FOOD,0530 PRODUCE,0530,656.8317797
2026080530,202608,05 FRESH FOOD,0530 PRODUCE,0530,664.1022791
2026090530,202609,05 FRESH FOOD,0530 PRODUCE,0530,672.9510722
2026100530,202610,05 FRESH FOOD,0530 PRODUCE,0530,673.699507
2026110530,202611,05 FRESH FOOD,0530 PRODUCE,0530,665.293406
2026120530,202612,05 FRESH FOOD,0530 PRODUCE,0530,678.5317272
2026010540,202601,05 FRESH FOOD,0540 DELICATESSEN,0540,1912.864262
2026020540,202602,05 FRESH FOOD,0540 DELICATESSEN,0540,1793.439484
2026030540,202603,05 FRESH FOOD,0540 DELICATESSEN,0540,1858.97848
2026040540,202604,05 FRESH FOOD,0540 DELICATESSEN,0540,2009.981019
2026050540,202605,05 FRESH FOOD,0540 DELICATESSEN,0540,1847.915254
2026060540,202606,05 FRESH FOOD,0540 DELICATESSEN,0540,1686.538155
2026070540,202607,05 FRESH FOOD,0540 DELICATESSEN,0540,2035.764541
2026080540,202608,05 FRESH FOOD,0540 DELICATESSEN,0540,2058.298507
2026090540,202609,05 FRESH FOOD,0540 DELICATESSEN,0540,2085.724188
2026100540,202610,05 FRESH FOOD,0540 DELICATESSEN,0540,2088.043864
2026110540,202611,05 FRESH FOOD,0540 DELICATESSEN,0540,2061.990249
2026120540,202612,05 FRESH FOOD,0540 DELICATESSEN,0540,2103.020702
2026010550,202601,05 FRESH FOOD,0550 BAKERY,0550,1895.355904
2026020550,202602,05 FRESH FOOD,0550 BAKERY,0550,1777.024216
2026030550,202603,05 FRESH FOOD,0550 BAKERY,0550,1841.963336
2026040550,202604,05 FRESH FOOD,0550 BAKERY,0550,1991.583757
2026050550,202605,05 FRESH FOOD,0550 BAKERY,0550,1831.001372
2026060550,202606,05 FRESH FOOD,0550 BAKERY,0550,1671.10135
2026070550,202607,05 FRESH FOOD,0550 BAKERY,0550,2017.131283
2026080550,202608,05 FRESH FOOD,0550 BAKERY,0550,2039.458997
2026090550,202609,05 FRESH FOOD,0550 BAKERY,0550,2066.633652
2026100550,202610,05 FRESH FOOD,0550 BAKERY,0550,2068.932096
2026110550,202611,05 FRESH FOOD,0550 BAKERY,0550,2043.116949
2026120550,202612,05 FRESH FOOD,0550 BAKERY,0550,2083.771851
2026010560,202601,05 FRESH FOOD,0560 PERISHABLE,0560,344.4016211
2026020560,202602,05 FRESH FOOD,0560 PERISHABLE,0560,322.8997885
2026030560,202603,05 FRESH FOOD,0560 PERISHABLE,0560,334.6997562
2026040560,202604,05 FRESH FOOD,0560 PERISHABLE,0560,361.8870065
2026050560,202605,05 FRESH FOOD,0560 PERISHABLE,0560,332.7078779
2026060560,202606,05 FRESH FOOD,0560 PERISHABLE,0560,303.6527402
2026070560,202607,05 FRESH FOOD,0560 PERISHABLE,0560,366.5292003
2026080560,202608,05 FRESH FOOD,0560 PERISHABLE,0560,370.5863279
2026090560,202609,05 FRESH FOOD,0560 PERISHABLE,0560,375.5241844
2026100560,202610,05 FRESH FOOD,0560 PERISHABLE,0560,375.9418304
2026110560,202611,05 FRESH FOOD,0560 PERISHABLE,0560,371.2510076
2026120560,202612,05 FRESH FOOD,0560 PERISHABLE,0560,378.6383349
2026010570,202601,05 FRESH FOOD,0570 FROZEN,0570,70.3612802
2026020570,202602,05 FRESH FOOD,0570 FROZEN,0570,65.96845399
2026030570,202603,05 FRESH FOOD,0570 FROZEN,0570,68.37918838
2026040570,202604,05 FRESH FOOD,0570 FROZEN,0570,73.93354591
2026050570,202605,05 FRESH FOOD,0570 FROZEN,0570,67.97224748
2026060570,202606,05 FRESH FOOD,0570 FROZEN,0570,62.03628039
2026070570,202607,05 FRESH FOOD,0570 FROZEN,0570,74.88194649
2026080570,202608,05 FRESH FOOD,0570 FROZEN,0570,75.71081799
2026090570,202609,05 FRESH FOOD,0570 FROZEN,0570,76.71962249
2026100570,202610,05 FRESH FOOD,0570 FROZEN,0570,76.80494761
2026110570,202611,05 FRESH FOOD,0570 FROZEN,0570,75.84661212
2026120570,202612,05 FRESH FOOD,0570 FROZEN,0570,77.3558437
2026010590,202601,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026020590,202602,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026030590,202603,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026040590,202604,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026050590,202605,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026060590,202606,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026070590,202607,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026080590,202608,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026090590,202609,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026100590,202610,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026110590,202611,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026120590,202612,05 FRESH FOOD,0590 OPERATION SERVICES,0590,0
2026010610,202601,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026020610,202602,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026030610,202603,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026040610,202604,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026050610,202605,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026060610,202606,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026070610,202607,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026080610,202608,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026090610,202609,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026100610,202610,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026110610,202611,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026120610,202612,06 PHARMACY,0610 PRESCRIPTION,0610,0
2026010620,202601,06 PHARMACY,0620 OVER THE COUNTER,0620,117.8963096
2026020620,202602,06 PHARMACY,0620 OVER THE COUNTER,0620,110.5357556
2026030620,202603,06 PHARMACY,0620 OVER THE COUNTER,0620,114.5751461
2026040620,202604,06 PHARMACY,0620 OVER THE COUNTER,0620,123.8819446
2026050620,202605,06 PHARMACY,0620 OVER THE COUNTER,0620,113.893282
2026060620,202606,06 PHARMACY,0620 OVER THE COUNTER,0620,103.9470643
2026070620,202607,06 PHARMACY,0620 OVER THE COUNTER,0620,125.4710704
2026080620,202608,06 PHARMACY,0620 OVER THE COUNTER,0620,126.8599151
2026090620,202609,06 PHARMACY,0620 OVER THE COUNTER,0620,128.5502529
2026100620,202610,06 PHARMACY,0620 OVER THE COUNTER,0620,128.6932224
2026110620,202611,06 PHARMACY,0620 OVER THE COUNTER,0620,127.0874497
2026120620,202612,06 PHARMACY,0620 OVER THE COUNTER,0620,129.6162956
2026010630,202601,06 PHARMACY,0630 WELL BEING,0630,0
2026020630,202602,06 PHARMACY,0630 WELL BEING,0630,0
2026030630,202603,06 PHARMACY,0630 WELL BEING,0630,0
2026040630,202604,06 PHARMACY,0630 WELL BEING,0630,0
2026050630,202605,06 PHARMACY,0630 WELL BEING,0630,0
2026060630,202606,06 PHARMACY,0630 WELL BEING,0630,0
2026070630,202607,06 PHARMACY,0630 WELL BEING,0630,0
2026080630,202608,06 PHARMACY,0630 WELL BEING,0630,0
2026090630,202609,06 PHARMACY,0630 WELL BEING,0630,0
2026100630,202610,06 PHARMACY,0630 WELL BEING,0630,0
2026110630,202611,06 PHARMACY,0630 WELL BEING,0630,0
2026120630,202612,06 PHARMACY,0630 WELL BEING,0630,0
2026010640,202601,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026020640,202602,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026030640,202603,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026040640,202604,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026050640,202605,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026060640,202606,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026070640,202607,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026080640,202608,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026090640,202609,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026100640,202610,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026110640,202611,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
2026120640,202612,06 PHARMACY,0640 HERBAL PREPARATION,0640,0
